university_id;association_id;registration_date;fee;name;foundation_date;designation;objective;graduate_id;obs
287;233;15/03/2025;422;Cummings Ltd;5/8/2022;Global Employment Policy Research Network;Support operations research initiatives;1;past
287;233;15/03/2025;422;Cummings Ltd;5/8/2022;Global Employment Policy Research Network;Support operations research initiatives;183;then
344;297;20/03/2022;2604;Parker and Sons;21/12/2021;International Trade and Commerce Society;Advance quality management research;91;address
264;994;30/03/2025;397;Reid, Cross and Smith;7/2/2025;International Demography Research Association;Promote project management education;;
276;107;28/08/2023;2107;Munoz-Walsh;28/06/2023;World International Relations Academic Forum;Support human resources research;;
156;706;17/01/2026;3446;Bass, Bruce and Anderson;26/12/2025;International Diplomacy Scholars Council;Advance organizational behavior studies;;
108;4;2/6/2025;1818;Steele-Hayden;21/03/2024;International Robotics and Automation League;Promote leadership development research;;
327;652;28/12/2024;4321;Dean, Rivers and Palmer;24/06/2023;International Soil Science Research Group;Support labor economics research;122;so
421;297;3/1/2024;4319;Wolfe-Douglas;20/05/2022;International Trade and Commerce Society;Advance quality management research;;
174;42;24/06/2021;759;Lynch LLC;15/06/2021;Global Strategic Studies Network;Support climate change mitigation research;;
416;875;4/8/2022;1543;Drake and Sons;13/06/2022;International Peace Studies Association;Advance employment policy studies;;
464;967;29/05/2023;3358;Hayden, Medina and Dickerson;12/1/2023;World Conflict Resolution Academic Forum;Promote international trade research;;
138;394;23/07/2024;2943;Huynh-Smith;16/05/2024;International Cultural Diplomacy Council;Support diplomacy and global relations studies;;
315;456;3/2/2025;2508;Lopez and Sons;9/1/2025;World Seismology and Earthquake Studies Network;Promote honors education programs;;
110;585;20/11/2023;1323;Manning Group;5/11/2021;Global Heritage Preservation Network;Support security studies research;142;industry
294;171;7/11/2024;296;Rodriguez, Williams and Moore;18/09/2024;International Environmental Policy Forum;Promote sustainable urban development research;81;particular
294;171;7/11/2024;296;Rodriguez, Williams and Moore;18/09/2024;International Environmental Policy Forum;Promote sustainable urban development research;157;concern
110;561;26/03/2022;3304;Manning Group;5/11/2021;International Art History Scholars Society;Advance strategic studies research;142;industry
398;606;2/9/2024;3254;Rogers and Sons;5/7/2022;International Energy Economics Council;Support Model United Nations programs;;
267;640;17/01/2026;3874;Brown, Hawkins and Medina;30/10/2025;World Sculpture and Visual Culture Forum;Promote peace studies collaboration;;
432;945;1/8/2023;1623;Lopez-Johnson;8/6/2023;Global Mineral Resources Academic Forum;Advance student leadership training;;
296;330;1/11/2023;2562;Hall, Pierce and Randolph;13/10/2023;International Painting and Fine Arts Council;Support cultural diplomacy initiatives;160;interview
185;996;26/01/2022;4687;Collier, Collins and Peterson;12/1/2022;Global Photography Studies Network;Advance heritage preservation research;;
21;855;20/07/2022;3427;Johnson and Sons;26/06/2022;International Archival Studies Council;Promote mathematics student excellence;;
235;889;20/07/2023;1354;Berry and Sons;29/10/2022;European Digital Innovation Council;Promote art history scholarship;38;professional
321;320;10/8/2025;3473;Davenport, Herring and Bennett;9/5/2023;International Media Production Society;Advance digital transformation in universities;;
1;991;1/10/2024;1695;Adams and Sons;12/8/2024;World Journalism Innovation Forum;Support open?science policy development;58;million
63;772;18/06/2024;4086;Cantu, Garcia and Rodgers;28/03/2024;International Broadcasting Studies Council;Support sculpture and visual culture studies;;
212;948;15/05/2023;741;Campbell LLC;3/5/2023;Global Communication Research Network;Advance painting and fine arts research;;
169;697;17/06/2022;4800;Harris-Malone;21/05/2022;International Public Relations Society;Promote photography studies;71;major
161;623;4/6/2023;4522;Thomas, Marshall and Christian;4/11/2022;International Engineering Scholars Federation;Strengthen global health research;;
235;385;17/10/2025;1397;Berry and Sons;29/10/2022;International Renewable Materials Consortium;Enhance global public health preparedness;38;professional
182;927;21/09/2023;3617;Garcia and Sons;5/8/2023;World Advertising and Branding Forum;Advance chemistry student research;90;find
43;950;2/10/2022;1632;Perry-Joseph;19/09/2022;International Neuroscience Scholars Group;Promote LGBTQ+ inclusion in universities;;
167;940;4/4/2025;688;Blackwell, Baker and Morgan;31/01/2022;International Quantum Computing Society;Promote cross?disciplinary problem?solving;;
320;66;24/07/2025;1611;Gilbert LLC;23/06/2025;International Digital Media Council;Support media production education;;
306;773;21/12/2023;3122;Boyd, Peterson and Zuniga;18/04/2021;Global Game Design Academic Network;Advance strategic studies research;;
403;542;17/09/2024;3929;Ward, Davis and Small;10/3/2021;International Animation Studies Society;Advance journalism innovation research;164;fall
403;542;17/09/2024;3929;Ward, Davis and Small;10/3/2021;International Animation Studies Society;Advance journalism innovation research;172;industry
490;144;4/7/2024;3324;Mayo PLC;3/6/2024;International Sports Medicine Council;Advance employability research;;
349;394;20/06/2024;4070;Robbins PLC;6/10/2022;International Cultural Diplomacy Council;Support diplomacy and global relations studies;;
498;199;7/12/2023;4109;Wilson Group;26/10/2023;World Virtual Reality Research Forum;Promote broadcasting studies;;
226;490;1/7/2024;3010;Phillips, Curtis and Osborne;11/8/2023;International Augmented Reality Council;Support communication research initiatives;;
89;793;14/05/2025;2292;Smith-Velasquez;21/04/2022;International Physics Collaboration Network;Advance public relations education;89;defense
16;274;24/01/2024;4625;Gilbert and Sons;27/12/2023;Global Human-Computer Interaction Network;Promote advertising and branding research;;
127;916;25/06/2025;2501;May, Valdez and Martinez;31/08/2022;International UX Research Society;Support digital media studies;187;peace
92;585;17/12/2025;3097;Garcia LLC;21/06/2022;Global Heritage Preservation Network;Support security studies research;;
411;101;17/04/2022;3241;Kennedy, Chavez and Welch;20/03/2022;World Archaeology Research Consortium;Promote corporate training partnerships;178;answer
498;517;1/1/2024;233;Wilson Group;26/10/2023;World Interface Design Academic Forum;Advance game design research;;
470;615;28/12/2025;4850;Shaw, Lopez and York;23/05/2024;International Robotics Engineering Council;Promote animation research collaboration;;
228;223;30/08/2023;4797;Wright Ltd;6/2/2022;Global Automation Research Network;Support virtual reality research;;
448;41;24/11/2022;875;Doyle, Lester and Butler;2/11/2022;International Mechatronics Scholars Society;Advance augmented reality research;114;kind
497;538;13/02/2025;3136;Owens-Gill;3/12/2024;World Embedded Systems Academic Forum;Promote human?computer interaction studies;128;record
497;538;23/02/2025;3136;Owens-Gill;3/12/2024;World Embedded Systems Academic Forum;Promote human?computer interaction studies;159;physical
4;142;7/9/2023;4705;Lynch Group;29/09/2021;International Electrical Engineering Council;Support UX research initiatives;;
267;822;22/11/2025;4417;Brown, Hawkins and Medina;30/10/2025;World Industrial Engineering Association;Support problem?solving education;;
416;770;5/2/2023;2072;Drake and Sons;13/06/2022;Global Power Systems Research Network;Advance robotics engineering research;;
296;963;21/10/2023;2313;Hall, Pierce and Randolph;13/10/2023;International Renewable Energy Society;Promote automation research;160;interview
178;114;5/8/2022;464;Myers Inc;4/7/2021;World Quality Management Academic Forum;Advance neuroscience research initiatives;154;book
445;772;5/9/2022;314;Ball-Hill;17/07/2022;International Broadcasting Studies Council;Support sculpture and visual culture studies;;
80;816;2/3/2024;841;Obrien-Ferguson;10/6/2022;World Renewable Infrastructure Consortium;Support mechatronics research;;
38;514;27/10/2024;3953;Whitehead-Williams;17/10/2024;World Solar Energy Academic Forum;Advance embedded systems research;174;friend
229;891;20/02/2023;4434;Gonzales-Wheeler;4/1/2023;International Wind Energy Council;Promote electrical engineering innovation;9;nor
278;514;23/05/2024;2355;Mccoy-Hale;14/04/2024;World Solar Energy Academic Forum;Advance embedded systems research;;
355;790;14/10/2024;4937;Williams, Freeman and Castro;28/05/2021;Global Hydropower Research Network;Support power systems research;;
195;283;17/08/2023;157;Gray-Velasquez;8/6/2023;International Geothermal Studies Society;Promote design student innovation;47;you
464;87;19/03/2023;569;Hayden, Medina and Dickerson;12/1/2023;World Energy Storage Academic Forum;Advance renewable energy research;;
321;422;13/07/2023;4449;Davenport, Herring and Bennett;9/5/2023;World Renewable Infrastructure Consortium;Support Model United Nations programs;;
301;258;24/11/2025;1298;James PLC;31/08/2025;International Battery Technology Council;Promote solar energy research;;
49;71;11/12/2025;1640;Anderson, Ramos and Ortiz;26/10/2025;International Pathology Academic Council;Support wind energy research;186;thank
224;699;21/06/2022;4929;Simpson, Stokes and Keller;11/5/2022;Global Hydrogen Research Network;Enhance undergraduate research opportunities;;
418;609;28/09/2022;834;Henry LLC;29/08/2022;International Nuclear Engineering Society;Advance hydropower research;33;arm
418;374;15/01/2024;2264;Henry LLC;29/08/2022;World Reactor Safety Academic Forum;Promote geothermal energy research;33;arm
22;928;23/05/2021;2599;Delgado-Brown;29/04/2021;International Civil Engineering Council;Support energy storage research;;
360;55;6/7/2025;3578;Miller PLC;4/7/2025;Global Business Education Association;Promote arts and humanities collaboration;;
63;19;18/04/2024;2190;Cantu, Garcia and Rodgers;28/03/2024;International Development Studies Council;Advance battery technology research;;
244;997;4/3/2024;1244;Sullivan, Cortez and Spencer;5/12/2023;World Renewable Infrastructure Consortium;Enhance campus safety programs;;
165;505;1/5/2024;1884;Ramos PLC;13/12/2021;Global Education Policy Research Forum;Promote inclusive learning environments;;
72;444;23/05/2025;1650;Hatfield Inc;8/5/2025;International Data Science Scholars Network;Enhance international internship programs;;
344;199;31/01/2022;758;Parker and Sons;21/12/2021;World Virtual Reality Research Forum;Promote broadcasting studies;91;address
92;259;16/08/2022;101;Garcia LLC;21/06/2022;Global Structural Engineering Research Network;Promote hydrogen research;;
235;188;15/12/2022;4823;Berry and Sons;29/10/2022;World Forensic Science Academic Forum;Advance tourism student research;38;professional
491;982;6/4/2025;3374;Davis-Rush;31/03/2025;World Energy Storage Academic Forum;Support nuclear engineering research;179;today
77;815;6/3/2026;1977;Kim Group;31/01/2026;International Geotechnical Studies Society;Advance reactor safety studies;;
29;868;18/03/2023;3853;Parks, Pierce and Hardin;3/1/2023;World Transportation Infrastructure Forum;Promote civil engineering innovation;103;or
315;887;25/02/2025;2117;Lopez and Sons;9/1/2025;International Water Resources Council;Support teacher training programs;;
223;654;29/10/2024;3762;Long, Romero and Kim;21/01/2022;Global Environmental Engineering Network;Support structural engineering research;;
265;131;10/11/2025;4050;Jones-Hunt;15/05/2021;International Waste Management Society;Promote international trade research;;
491;718;29/06/2025;2759;Davis-Rush;31/03/2025;World Recycling and Circular Economy Forum;Advance early childhood education research;179;today
198;184;21/01/2026;1322;Rodriguez PLC;6/12/2025;International Chemical Engineering Council;Advance geotechnical research;94;parent
436;227;3/12/2023;1481;Hahn, Nelson and Smith;1/5/2022;Global Process Engineering Research Network;Support graduate student success initiatives;;
